iata,icao,name,city,country,lat,lon,elev_m,tz
NAT,SBSG,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,Natal,BR,-5.76982,-35.36661,83,America/Fortaleza
NAV,LTAZ,Nevşehir Kapadokya Airport,Nevşehir,TR,38.77190,34.53450,945,Europe/Istanbul
NAW,VTSC,Narathiwat Airport,,TH,6.51992,101.74300,5,Asia/Bangkok
NBC,UWKE,Begishevo Airport,Nizhnekamsk,RU,55.56470,52.09250,196,Europe/Moscow
NBE,DTNH,Enfidha - Hammamet International Airport,Enfidha,TN,36.07583,10.43861,6,Africa/Tunis
NBJ,FNBJ,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),AO,-9.05073,13.49908,168,Africa/Luanda
NBO,HKJK,Jomo Kenyatta International Airport,Nairobi,KE,-1.31889,36.92823,1625,Africa/Nairobi
NBS,ZYBS,Changbaishan Airport,Baishan,CN,42.06694,127.60222,876,Asia/Shanghai
NCA,MBNC,North Caicos Airport,North Caicos,TC,21.91609,-71.94295,3,America/Grand_Turk
NCE,LFMN,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,43.65840,7.21587,4,Europe/Paris
NCL,EGNT,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",GB,55.03796,-1.68958,81,Europe/London
NCU,UZNN,Nukus International Airport,Nukus,UZ,42.48840,59.62330,75,Asia/Samarkand
NCY,LFLP,Annecy Meythet airport,Annecy,FR,45.92895,6.09870,464,Europe/Paris
NDB,GQPP,Nouadhibou International Airport,Nouadhibou,MR,20.93240,-17.03020,7,Africa/Nouakchott
NDC,VAND,Nanded Airport,Nanded,IN,19.18330,77.31670,381,Asia/Kolkata
NDG,ZYQQ,Qiqihar Sanjiazi Airport,Qiqihar,CN,47.22997,123.91418,145,Asia/Shanghai
NDJ,FTTJ,N'Djamena International Airport,N'Djamena,TD,12.13370,15.03400,295,Africa/Ndjamena
NDR,GMMW,Nador Al Aaroui International Airport,Al Aaroui,MA,34.98880,-3.02821,175,Africa/Casablanca
NDU,FYRU,Rundu Airport,Rundu,NA,-17.95650,19.71940,1106,Africa/Windhoek
NEC,SAZO,Necochea Airport,Necochea,AR,-38.49075,-58.81634,22,America/Argentina/Buenos_Aires
NER,UELL,Chulman Airport,Neryungri,RU,56.91390,124.91400,857,Asia/Yakutsk
NEV,TKPN,Vance W. Amory International Airport,Charlestown,KN,17.20570,-62.58990,4,America/St_Kitts
NGB,ZSNB,Ningbo Lishe International Airport,Ningbo,CN,29.82670,121.46200,4,Asia/Shanghai
NGE,FKKN,N'Gaoundéré Airport,N'Gaoundéré,CM,7.35701,13.55920,1114,Africa/Douala
NGO,RJGG,Chubu Centrair International Airport,Tokoname,JP,34.85840,136.80499,5,Asia/Tokyo
NGQ,ZUAL,Ngari Gunsa Airport,Shiquanhe,CN,32.09794,80.05397,4274,Asia/Shanghai
NGS,RJFU,Nagasaki Airport,Nagasaki,JP,32.91690,129.91400,5,Asia/Tokyo
NHV,NTMD,Nuku Hiva Airport,Nuku Hiva,PF,-8.79560,-140.22900,67,Pacific/Marquesas
NIM,DRRN,Diori Hamani International Airport,Niamey,NE,13.48150,2.18361,223,Africa/Niamey
NJC,USNN,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.94930,76.48360,54,Asia/Yekaterinburg
NJF,ORNI,Al Najaf International Airport,Najaf,IQ,31.99112,44.40502,31,Asia/Baghdad
NKC,GQNO,Nouakchott–Oumtounsy International Airport,Nouakchott,MR,18.31000,-15.96972,3,Africa/Nouakchott
NKG,ZSNJ,Nanjing Lukou International Airport,Nanjing,CN,31.73503,118.86595,15,Asia/Shanghai
NKM,RJNA,Nagoya Airport / JASDF Komaki Air Base,Nagoya,JP,35.25576,136.92409,16,Asia/Tokyo
NKT,LTCV,Şırnak Şerafettin Elçi Airport,Şırnak,TR,37.36470,42.05820,621,Europe/Istanbul
NLA,FLSK,Simon Mwansa Kapwepwe International Airport,Ndola,ZM,-12.96513,28.51562,1313,Africa/Lusaka
NLD,MMNL,Quetzalcóatl International Airport,Nuevo Laredo,MX,27.44390,-99.57050,148,America/Matamoros
NLH,ZPNL,Ninglang Luguhu Airport,Ninglang,CN,27.54030,100.75930,3293,Asia/Shanghai
NLI,UHNN,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU,53.15500,140.64999,52,Asia/Vladivostok
NLK,YSNF,Norfolk Island International Airport,Burnt Pine,NF,-29.04176,167.93947,113,Pacific/Norfolk
NLT,ZWNL,Xinyuan Nalati Airport,Xinyuan,CN,43.43180,83.37860,930,Asia/Urumqi
NLU,MMSM,Felipe Ángeles International Airport,Mexico City,MX,19.74382,-99.01507,2246,America/Mexico_City
NMA,UZFN,Namangan International Airport,Namangan,UZ,40.98462,71.55780,474,Asia/Tashkent
NMF,VRDA,Maafaru International Airport,Noonu Atoll,MV,5.81741,73.46840,2,Indian/Maldives
NMI,VANM,Navi Mumbai International Airport,Navi Mumbai,IN,18.98460,73.06525,56,Asia/Kolkata
NNG,ZGNN,Nanning Wuxu International Airport,Nanning (Jiangnan),CN,22.59807,108.18192,128,Asia/Shanghai
NNM,ULAM,Naryan Mar Airport,Naryan Mar,RU,67.64000,53.12190,11,Europe/Moscow
NNT,VTCN,Nan Airport,,TH,18.80790,100.78300,209,Asia/Bangkok
NOB,MRNS,Nosara Airport,Nicoya,CR,9.97649,-85.65300,10,America/Costa_Rica
NOC,EIKN,Ireland West Airport Knock,Charlestown,IE,53.91044,-8.81700,203,Europe/Dublin
NOJ,USRO,Noyabrsk Airport,Noyabrsk,RU,63.18330,75.27000,136,Asia/Yekaterinburg
NOP,LTCM,Sinop Airport,Sinop,TR,42.01831,35.07177,6,Europe/Istanbul
NOS,FMNN,Nosy Be International Airport,Nosy Be,MG,-13.31210,48.31480,11,Indian/Antananarivo
NOU,NWWW,La Tontouta International Airport,Nouméa (La Tontouta),NC,-22.01460,166.21300,16,Pacific/Noumea
NOV,FNHU,Albano Machado Airport,Huambo,AO,-12.80890,15.76050,1703,Africa/Luanda
NOZ,UNWW,Spichenkovo Airport,Novokuznetsk,RU,53.81140,86.87720,312,Asia/Novokuznetsk
NPE,NZNR,Hawke's Bay Airport,Napier,NZ,-39.46580,176.86999,2,Pacific/Auckland
NPL,NZNP,New Plymouth Airport,New Plymouth,NZ,-39.00860,174.17900,30,Pacific/Auckland
NPO,WIOG,Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,ID,-0.34864,111.74616,37,Asia/Pontianak
NPT,KUUU,Newport State Airport,Newport,US,41.53221,-71.28104,52,America/New_York
NQN,SAZN,Presidente Perón International Airport,Neuquén,AR,-38.94900,-68.15570,273,America/Argentina/Salta
NQY,EGHQ,Cornwall Airport Newquay,Newquay,GB,50.44060,-4.99541,119,Europe/London
NQZ,UACC,Nursultan Nazarbayev International Airport,Astana,KZ,51.02703,71.46709,355,Asia/Almaty
NRA,YNAR,Narrandera Airport,Narrandera,AU,-34.70220,146.51199,144,Australia/Sydney
NRK,ESSP,Norrköping Airport,Norrköping,SE,58.58630,16.25060,10,Europe/Stockholm
NRN,EDLV,Weeze (Niederrhein) Airport,Weeze,DE,51.60136,6.14123,32,Europe/Berlin
NRR,TJRV,José Aponte de la Torre Airport,Ceiba,PR,18.24726,-65.63979,12,America/Puerto_Rico
NRT,RJAA,Narita International Airport,Narita,JP,35.76858,140.38871,43,Asia/Tokyo
NSH,OINN,Nowshahr Airport,Nowshahr,IR,36.66429,51.46273,-19,Asia/Tehran
NSI,FKYS,Yaoundé Nsimalen International Airport,Yaoundé,CM,3.72256,11.55330,694,Africa/Douala
NSK,UOOO,Alykel International Airport,Norilsk,RU,69.30795,87.32591,175,Asia/Krasnoyarsk
NSN,NZNS,Nelson Airport,Nelson,NZ,-41.29671,173.22432,5,Pacific/Auckland
NST,VTSF,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,8.53962,99.94470,4,Asia/Bangkok
NTE,LFRS,Nantes Atlantique Airport,Nantes,FR,47.15320,-1.61073,27,Europe/Paris
NTG,ZSNT,Nantong Xingdong International Airport,Nantong (Tongzhou),CN,32.07357,120.98008,5,Asia/Shanghai
NTL,YWLM,Newcastle Airport,Williamtown,AU,-32.79611,151.83503,9,Australia/Sydney
NTN,YNTN,Normanton Airport,Normanton,AU,-17.68409,141.06966,22,Australia/Brisbane
NTQ,RJNW,Noto Satoyama Airport,Wajima,JP,37.29310,136.96201,219,Asia/Tokyo
NTX,WIDO,Ranai Airport,Ranai-Natuna Besar Island,ID,3.90871,108.38800,2,Asia/Jakarta
NUE,EDDN,Nuremberg Airport,Nuremberg,DE,49.49870,11.07806,319,Europe/Berlin
NUI,PAQT,Nuiqsut Airport,Nuiqsut,US,70.21000,-151.00600,12,America/Anchorage
NUM,OENN,Neom Bay Airport,Sharma,SA,27.92426,35.29358,9,Asia/Riyadh
NUX,USMU,Novy Urengoy Airport,Novy Urengoy,RU,66.06940,76.52030,64,Asia/Yekaterinburg
NVA,SKNV,Benito Salas Airport,Neiva,CO,2.95015,-75.29400,446,America/Bogota
NVI,UZSA,Navoi International Airport,Navoi,UZ,40.11760,65.17266,347,Asia/Samarkand
NVT,SBNF,Ministro Victor Konder International Airport,Navegantes,BR,-26.87943,-48.65098,5,America/Sao_Paulo
NWI,EGSH,Norwich Airport,"Norwich, Norfolk",GB,52.67580,1.28278,36,Europe/London
NYA,USHN,Nyagan Airport,Nyagan,RU,62.11000,65.61500,110,Asia/Yekaterinburg
NYI,DGSN,Sunyani Airport,Sunyani,GH,7.36183,-2.32876,309,Africa/Accra
NYK,HKNL,Nanyuki Civil Airport,Gathiuru,KE,-0.06235,37.04130,1905,Africa/Nairobi
NYM,USMM,Nadym Airport,Nadym,RU,65.48090,72.69890,15,Asia/Yekaterinburg
NYO,ESKN,Stockholm Skavsta Airport,Nyköping,SE,58.78966,16.91148,43,Europe/Stockholm
NYT,VYNT,Nay Pyi Taw International Airport,Naypyitaw,MM,19.62350,96.20100,92,Asia/Yangon
NZC,SPZA,Maria Reiche Neuman Airport,Nazca,PE,-14.85400,-74.96150,567,America/Lima
NZH,ZBMZ,Manzhouli Xijiao Airport,Manzhouli,CN,49.56667,117.33000,680,Asia/Shanghai
NZL,ZBZL,Zhalantun Genghis Khan Airport,Zhalantun,CN,47.86594,122.76866,283,Asia/Shanghai
OAJ,KOAJ,Albert J Ellis Airport,Richlands,US,34.82920,-77.61210,29,America/New_York
OAK,KOAK,Oakland San Francisco Bay Airport,Oakland,US,37.72008,-122.22118,3,America/Los_Angeles
OAX,MMOX,Xoxocotlán International Airport,Oaxaca,MX,16.99877,-96.72609,1521,America/Mexico_City
OBO,RJCB,Tokachi-Obihiro Airport,Obihiro,JP,42.73330,143.21700,154,Asia/Tokyo
OCC,SECO,Francisco De Orellana Airport,Coca,EC,-0.46289,-76.98680,254,America/Guayaquil
OCE,KOXB,Ocean City Municipal Airport,Ocean City,US,38.31040,-75.12400,3,America/New_York
OCJ,MKBS,Ian Fleming International Airport,Boscobel,JM,18.40408,-76.96975,27,America/Jamaica
OCS,FGCO,Corisco International Airport,Corisco Island,GQ,0.91094,9.33027,17,Africa/Malabo
ODB,LEBA,Córdoba Airport,Córdoba,ES,37.84200,-4.84888,91,Europe/Madrid
ODE,EKOD,Odense Hans Christian Andersen Airport,Odense,DK,55.47531,10.32721,17,Europe/Copenhagen
OEC,WPOC,Oecusse Route of the Sandalwood International Airport,Oecussi-Ambeno,TL,-9.19842,124.33787,0,Asia/Dili
OER,ESNO,Örnsköldsvik Airport,Örnsköldsvik,SE,63.40830,18.99000,108,Europe/Stockholm
OGD,KOGD,Ogden Hinckley Airport,Ogden,US,41.19590,-112.01200,1363,America/Denver
OGG,PHOG,Kahului International Airport,Kahului,US,20.89626,-156.43184,16,Pacific/Honolulu
OGL,SYEC,Eugene F. Correia International Airport,Ogle,GY,6.80588,-58.10766,3,America/Guyana
OGN,ROYN,Yonaguni Airport,Yonaguni,JP,24.46730,122.97983,21,Asia/Tokyo
OGS,KOGS,Ogdensburg International Airport,Ogdensburg,US,44.68190,-75.46550,91,America/New_York
OGU,LTCB,Ordu–Giresun Airport,Ordu,TR,40.96687,38.08599,3,Europe/Istanbul
OGX,DAUU,Ain Beida Airport,Ouargla,DZ,31.91720,5.41278,150,Africa/Algiers
OGZ,URMO,Vladikavkaz Beslan International Airport,Beslan,RU,43.20510,44.60660,510,Europe/Moscow
OHD,LWOH,Ohrid St. Paul the Apostle Airport,Ohrid,MK,41.18000,20.74230,705,Europe/Skopje
OHE,ZYMH,Mohe Gulian Airport,Mohe,CN,52.91687,122.42276,560,Asia/Shanghai
OHO,UHOO,Okhotsk Airport,Okhotsk,RU,59.41007,143.05650,14,Asia/Vladivostok
OHS,OOSH,Suhar International Airport,Suhar,OM,24.38604,56.62541,6,Asia/Muscat
OIM,RJTO,Oshima Airport,Izu Oshima,JP,34.78200,139.36000,40,Asia/Tokyo
OIR,RJEO,Okushiri Airport,Okushiri Island,JP,42.07170,139.43300,49,Asia/Tokyo
OIT,RJFO,Oita Airport,Oita,JP,33.47940,131.73700,6,Asia/Tokyo
OKA,ROAH,Naha International Airport,Naha,JP,26.19244,127.63980,4,Asia/Tokyo
OKC,KOKC,OKC Will Rogers World Airport,Oklahoma City,US,35.39339,-97.59825,395,America/Chicago
OKD,RJCO,Sapporo Okadama Airport,Sapporo,JP,43.11745,141.38134,8,Asia/Tokyo
OKE,RJKB,Okinoerabu Airport,Wadomari,JP,27.43160,128.70556,31,Asia/Tokyo
OKI,RJNO,Oki Global Geopark Airport,Okinoshima,JP,36.17839,133.32357,95,Asia/Tokyo
OKJ,RJOB,Okayama Momotaro Airport,Okayama,JP,34.75690,133.85500,246,Asia/Tokyo
OKL,WAJO,Oksibil Airport,Oksibil,ID,-4.90710,140.62770,1315,Asia/Jayapura
OKY,YBOK,Oakey Army Aviation Centre,,AU,-27.40926,151.73673,407,Australia/Brisbane
OLA,ENOL,Ørland Airport,Ørland,NO,63.69890,9.60400,9,Europe/Oslo
OLB,LIEO,Olbia Costa Smeralda Airport,Olbia (SS),IT,40.89895,9.51846,11,Europe/Rome
OLF,KOLF,L M Clayton Airport,Wolf Point,US,48.09450,-105.57500,605,America/Denver
OLM,KOLM,Olympia Regional Airport,Olympia,US,46.96940,-122.90300,64,America/Los_Angeles
OLZ,UEMO,Olyokminsk Airport,Olyokminsk,RU,60.40183,120.47609,200,Asia/Yakutsk
OMA,KOMA,Eppley Airfield,Omaha,US,41.30320,-95.89410,300,America/Chicago
OMD,FYOG,Oranjemund Airport,Oranjemund,NA,-28.58532,16.44638,4,Africa/Windhoek
OME,PAOM,Nome Airport,Nome,US,64.51220,-165.44501,11,America/Nome
OMH,OITR,Urmia Airport,Urmia,IR,37.66810,45.06870,1324,Asia/Tehran
OMN,UZTZ,Zomin Airport,Zomin,UZ,40.01402,68.41103,536,Asia/Tashkent
OMO,LQMO,Mostar International Airport,Mostar,BA,43.28249,17.84610,48,Europe/Sarajevo
OMR,LROD,Oradea International Airport,Oradea,RO,47.02530,21.90250,142,Europe/Bucharest
OMS,UNOO,Omsk Central Airport,Omsk,RU,54.96312,73.31242,95,Asia/Omsk
OND,FYOA,Ondangwa Airport,Ondangwa,NA,-17.87820,15.95260,1097,Africa/Windhoek
ONJ,RJSR,Odate Noshiro Airport,Kitaakita,JP,40.19190,140.37100,89,Asia/Tokyo
ONQ,LTAS,Zonguldak Çaycuma Airport,Zonguldak,TR,41.50640,32.08860,13,Europe/Istanbul
ONT,KONT,Ontario International Airport,Ontario,US,34.05600,-117.60100,288,America/Los_Angeles
ONX,MPEJ,Enrique Adolfo Jimenez Airport,Colón,PA,9.35664,-79.86740,8,America/Panama
OOL,YBCG,Gold Coast Airport,Gold Coast,AU,-28.16596,153.50664,6,Australia/Sydney
OOM,YCOM,Cooma Snowy Mountains Airport,Cooma,AU,-36.30045,148.97241,941,Australia/Sydney
OPF,KOPF,Miami-Opa Locka Executive Airport,Miami,US,25.90700,-80.27840,2,America/New_York
OPO,LPPR,Francisco de Sá Carneiro Airport,Porto,PT,41.24810,-8.68139,69,Europe/Lisbon
OPU,AYBM,Balimo Airport,Balimo,PG,-8.05000,142.93300,16,Pacific/Port_Moresby
ORB,ESOE,Örebro Airport,Örebro,SE,59.22370,15.03800,57,Europe/Stockholm
ORD,KORD,Chicago O'Hare International Airport,Chicago,US,41.97860,-87.90480,207,America/Chicago
ORF,KORF,Norfolk International Airport,Norfolk,US,36.89534,-76.20100,8,America/New_York
ORH,KORH,Worcester Regional Airport,Worcester,US,42.26730,-71.87570,308,America/New_York
ORK,EICK,Cork International Airport,Cork,IE,51.84130,-8.49111,153,Europe/Dublin
ORN,DAOO,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,DZ,35.62065,-0.62249,90,Africa/Algiers
ORT,PAOR,Northway Airport,Northway,US,62.96130,-141.92900,523,America/Anchorage
ORU,SLOR,Juan Mendoza International Airport,Oruro,BO,-17.95615,-67.07583,3704,America/La_Paz
ORY,LFPO,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",FR,48.72950,2.35896,89,Europe/Paris
OSD,ESNZ,Åre Östersund Airport,Östersund,SE,63.19355,14.50417,376,Europe/Stockholm
OSI,LDOS,Osijek Airport,Osijek(Klisa),HR,45.46236,18.81128,88,Europe/Zagreb
OSL,ENGM,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.19390,11.10040,208,Europe/Oslo
OSR,LKMT,Leoš Janáček Airport Ostrava,Mošnov,CZ,49.69630,18.11110,257,Europe/Prague
OSS,UCFO,Osh International Airport,Osh,KG,40.60900,72.79330,892,Asia/Bishkek
OST,EBOS,Ostend-Bruges International Airport,Oostende,BE,51.19980,2.87467,4,Europe/Brussels
OSW,UWOR,Orsk Airport,Orsk,RU,51.07250,58.59560,277,Asia/Yekaterinburg
OTH,KOTH,Southwest Oregon Regional Airport,North Bend,US,43.41710,-124.24600,5,America/Los_Angeles
OTP,LROP,Bucharest Henri Coandă International Airport,Otopeni,RO,44.57179,26.10328,96,Europe/Bucharest
OTZ,PAOT,Ralph Wien Memorial Airport,Kotzebue,US,66.88470,-162.59900,4,America/Nome
OUA,DFFD,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.35320,-1.51242,316,Africa/Ouagadougou
OUD,GMFO,Oujda Angads Airport,Ahl Angad,MA,34.78956,-1.92604,468,Africa/Casablanca
OUL,EFOU,Oulu Airport,Oulu / Oulunsalo,FI,64.93010,25.35460,14,Europe/Helsinki
OUZ,GQPZ,Tazadit Airport,Zouérate,MR,22.75735,-12.48223,341,Africa/Nouakchott
OVB,UNNT,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.01976,82.61867,111,Asia/Novosibirsk
OVD,LEAS,Asturias Airport,Ranón,ES,43.56360,-6.03462,127,Europe/Madrid
OVS,USHS,Sovetskiy Airport,Sovetskiy,RU,61.32662,63.60191,107,Asia/Yekaterinburg
OWB,KOWB,Owensboro Daviess County Airport,Owensboro,US,37.74010,-87.16680,124,America/Chicago
OXB,GGOV,Osvaldo Vieira International Airport,Bissau,GW,11.89426,-15.65360,39,Africa/Bissau
OYE,FOGO,Oyem Airport,Oyem,GA,1.54311,11.58140,658,Africa/Libreville
OZC,RPMO,Labo Airport,Ozamiz,PH,8.17851,123.84200,23,Asia/Manila
OZG,GMAZ,Zagora Airport,Zagora,MA,30.26579,-5.86081,736,Africa/Casablanca
OZZ,GMMZ,Ouarzazate International Airport,Ouarzazate,MA,30.93910,-6.90943,1153,Africa/Casablanca
PAB,VEBU,Bilaspur Airport,Bilaspur,IN,21.98840,82.11100,274,Asia/Kolkata
PAC,MPMG,Marcos A. Gelabert International Airport,Albrook,PA,8.97334,-79.55560,9,America/Panama
PAD,EDLP,Paderborn Lippstadt Airport,Büren,DE,51.61253,8.61746,213,Europe/Berlin
PAE,KPAE,Seattle Paine Field International Airport,Everett,US,47.90630,-122.28200,185,America/Los_Angeles
PAG,RPMP,Pagadian Airport,Pagadian,PH,7.82563,123.45964,2,Asia/Manila
PAH,KPAH,Barkley Regional Airport,Paducah,US,37.06080,-88.77380,125,America/Chicago
PAP,MTPP,Toussaint Louverture International Airport,Port-au-Prince,HT,18.58002,-72.29260,37,America/Port-au-Prince
PAT,VEPT,Jay Prakash Narayan Airport,Patna,IN,25.59130,85.08800,52,Asia/Kolkata
PAV,SBUF,Paulo Afonso Airport,Paulo Afonso,BR,-9.40088,-38.25060,269,America/Bahia
PAZ,MMPA,El Tajín National Airport,Poza Rica,MX,20.60270,-97.46080,151,America/Mexico_City
PBC,MMPB,Hermanos Serdán International Airport,Puebla,MX,19.15846,-98.37158,2244,America/Mexico_City
PBD,VAPR,Porbandar Airport,Porbandar,IN,21.64952,69.65641,7,Asia/Kolkata
PBG,KPBG,Plattsburgh International Airport,Plattsburgh,US,44.65090,-73.46810,71,America/New_York
PBH,VQPR,Paro International Airport,Paro,BT,27.40320,89.42460,2245,Asia/Thimphu
PBM,SMJP,Johan Adolf Pengel International Airport,Paramaribo,SR,5.45283,-55.18780,18,America/Paramaribo
PBO,YPBO,Paraburdoo Airport,Paraburdoo,AU,-23.17110,117.74500,429,Australia/Perth
PBR,MGPB,Puerto Barrios Airport,Puerto Barrios,GT,15.73090,-88.58380,10,America/Guatemala
PBU,VYPT,Putao Airport,Putao,MM,27.32990,97.42630,457,Asia/Yangon
PCL,SPCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.37806,-74.57449,156,America/Lima
PCP,FPPR,Principe Airport,São Tomé & Príncipe,ST,1.66115,7.41108,180,Africa/Sao_Tome
PCR,SKPC,German Olano Airport,Puerto Carreño,CO,6.18472,-67.49320,54,America/Bogota
PDA,SKPD,Obando Cesar Gaviria Trujillo Airport,Puerto Inírida,CO,3.85353,-67.90620,140,America/Bogota
PDG,WIEE,Minangkabau International Airport,Padang (Katapiang),ID,-0.78596,100.28038,5,Asia/Jakarta
PDK,KPDK,DeKalb Peachtree Airport,Atlanta,US,33.87633,-84.30213,306,America/New_York
PDL,LPPD,João Paulo II Airport,Ponta Delgada,PT,37.74120,-25.69790,79,Atlantic/Azores
PDO,WIPQ,Pendopo Airport,Talang Gudang-Sumatra Island,ID,-3.28607,103.88000,56,Asia/Jakarta
PDP,SULS,Capitan Corbeta CA Curbelo International Airport,Punta del Este,UY,-34.85510,-55.09430,29,America/Montevideo
PDS,MMPG,Piedras Negras International Airport,Piedras Negras,MX,28.62787,-100.53524,275,America/Matamoros
PDT,KPDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,US,45.69510,-118.84100,456,America/Los_Angeles
PDV,LBPD,Plovdiv International Airport,Plovdiv,BG,42.06780,24.85080,182,Europe/Sofia
PDX,KPDX,Portland International Airport,Portland,US,45.58870,-122.59800,9,America/Los_Angeles
PED,LKPD,Pardubice Airport,Pardubice,CZ,50.01505,15.73981,226,Europe/Prague
PEE,USPP,Perm International Airport,Perm,RU,57.91450,56.02120,123,Asia/Yekaterinburg
PEG,LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),IT,43.09590,12.51320,212,Europe/Rome
PEI,SKPE,Matecaña International Airport,Pereira,CO,4.81267,-75.73950,1346,America/Bogota
PEK,ZBAA,Beijing Capital International Airport,Beijing,CN,40.07735,116.59670,35,Asia/Shanghai
PEM,SPTU,Padre Aldamiz International Airport,Puerto Maldonado,PE,-12.61360,-69.22860,201,America/Lima
PEN,WMKP,Penang International Airport,Penang,MY,5.29630,100.27618,3,Asia/Kuala_Lumpur
PER,YPPH,Perth International Airport,Perth,AU,-31.94030,115.96700,20,Australia/Perth
PES,ULPB,Petrozavodsk Airport,Petrozavodsk,RU,61.88520,34.15470,46,Europe/Moscow
PET,SBPK,João Simões Lopes Neto International Airport,Pelotas,BR,-31.71719,-52.32780,18,America/Sao_Paulo
PEV,LHPP,Pécs-Pogány International Airport,Pécs,HU,45.98889,18.24204,198,Europe/Budapest
PEW,OPPS,Bacha Khan International Airport,Peshawar,PK,33.99390,71.51460,353,Asia/Karachi
PEX,UUYP,Pechora Airport,Pechora,RU,65.12110,57.13080,30,Europe/Moscow
PEZ,UWPP,Penza Airport,Penza,RU,53.11060,45.02110,187,Europe/Moscow
PFB,SBPF,Lauro Kurtz Airport,Passo Fundo,BR,-28.24398,-52.32777,725,America/Sao_Paulo
PFO,LCPH,Paphos International Airport,Paphos,CY,34.71800,32.48570,12,Asia/Nicosia
PGA,KPGA,Page Municipal Airport,Page,US,36.92423,-111.44772,1316,America/Phoenix
PGD,KPGD,Punta Gorda Airport,Punta Gorda,US,26.92020,-81.99050,8,America/New_York
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,FR,42.74040,2.87067,44,Europe/Paris
PGH,VIPT,Pantnagar Airport,Pantnagar,IN,29.03340,79.47370,234,Asia/Kolkata
PGK,WIKK,Depati Amir Airport,Pangkal Pinang,ID,-2.16220,106.13900,33,Asia/Jakarta
PGU,OIBP,Persian Gulf International Airport,Khiyaroo,IR,27.37960,52.73770,8,Asia/Tehran
PGV,KPGV,Pitt-Greenville Airport,Greenville,US,35.63553,-77.38426,8,America/New_York
PGZ,SBPG,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,BR,-25.18448,-50.14382,789,America/Sao_Paulo
PHB,SBPB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,Parnaíba,BR,-2.89375,-41.73200,7,America/Fortaleza
PHC,DNPO,Port Harcourt International Airport,Port Harcourt,NG,5.01549,6.94959,27,Africa/Lagos
PHE,YPPD,Port Hedland International Airport,Port Hedland,AU,-20.38279,118.62979,10,Australia/Perth
PHF,KPHF,Newport News Williamsburg International Airport,Newport News,US,37.13190,-76.49300,13,America/New_York
